Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
freshempire.gov,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Washington,DC,(blank)
foodsafety.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,(blank)
fruitsandveggiesmatter.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
genome.gov,Federal - Executive,Department of Health and Human Services,National Institutes of Health,Washington,DC,(blank)
girlshealth.gov,Federal - Executive,Department of Health and Human Services,"Office of Public Health and Science, Office on Women's Health",Washington,DC,(blank)
grants.gov,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Financial Resources, Office of the Secretary",Washington,DC,(blank)
globalhealth.gov,Federal - Executive,Department of Health and Human Services,"Office of Global Affairs, Office of the Secretary",Washington,DC,(blank)
grantsolutions.gov,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,(blank)
guideline.gov,Federal - Executive,Department of Health and Human Services,Agency for Healthcare Research and Quality,Washington,DC,(blank)
guidelines.gov,Federal - Executive,Department of Health and Human Services,Agency for Healthcare Research and Quality,Washington,DC,(blank)
healthcare.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Washington,DC,(blank)
health.gov,Federal - Executive,Department of Health and Human Services,"Office of Disease Prevention and Health Promotion, Office of the Secretary",Washington,DC,(blank)
hc.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Washington,DC,(blank)
healthdata.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,(blank)
healthfinder.gov,Federal - Executive,Department of Health and Human Services,"Office of Disease Prevention and Health Promotion, Office of the Secretary",Washington,DC,(blank)
healthindicators.gov,Federal - Executive,Department of Health and Human Services,Centers For Disease Control and Prevention,Washington,DC,(blank)
healthit.gov,Federal - Executive,Department of Health and Human Services,"Office of the National Coordinator, Office of the Secretary",Washington,DC,(blank)
healthypeople.gov,Federal - Executive,Department of Health and Human Services,"Office of Disease Prevention and Health Promotion, Office of the Secretary",Washington,DC,(blank)
hearttruth.gov,Federal - Executive,Department of Health and Human Services,"National Heart, Lung & Blood Institute, NIH",Washington,DC,(blank)
hhs.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,(blank)
hhsops.gov,Federal - Executive,Department of Health and Human Services,"Program Support Center, Office of the Secretary",Washington,DC,(blank)
hhsoig.gov,Federal - Executive,Department of Health and Human Services,Office of the Inspector General,Washington,DC,(blank)
hiv.gov,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,(blank)
hrsa.gov,Federal - Executive,Department of Health and Human Services,Health Resources and Services Administration,Washington,DC,(blank)
insurekidsnow.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Washington,DC,(blank)
idealab.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,(blank)
iedison.gov,Federal - Executive,Department of Health and Human Services,National Institutes of Health,Washington,DC,(blank)
ihs.gov,Federal - Executive,Department of Health and Human Services,Indian Health Service / Office of IT,Washington,DC,(blank)
longtermcare.gov,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,(blank)
medicaid.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Washington,DC,(blank)
medicalcountermeasures.gov,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Preparedness and Response, Office of the Secretary",Washington,DC,(blank)
medicalbillrights.gov,Federal - Executive,Department of Health and Human Services,CMS,Washington,DC,(blank)
medicare.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Washington,DC,(blank)
medlineplus.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Washington,DC,(blank)
ncifcrf.gov,Federal - Executive,Department of Health and Human Services,"Enterprise Information Technology, NIH",Washington,DC,(blank)
mymedicare.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Washington,DC,(blank)
mesh.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Washington,DC,(blank)
mentalhealth.gov,Federal - Executive,Department of Health and Human Services,SAMHSA Office of Communications,Washington,DC,(blank)
nih.gov,Federal - Executive,Department of Health and Human Services,National Institutes of Health,Washington,DC,(blank)
niosh.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
nextlegends.gov,Federal - Executive,Department of Health and Human Services,"FDA, Center for Tobacco Products",Washington,DC,(blank)
nlm.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Washington,DC,(blank)
nnlm.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Washington,DC,(blank)
organdonor.gov,Federal - Executive,Department of Health and Human Services,Health Resources and Services Administration,Washington,DC,(blank)
opioids.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,(blank)
pandemicflu.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
phe.gov,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Preparedness and Response, Office of the Secretary",Washington,DC,(blank)
psc.gov,Federal - Executive,Department of Health and Human Services,"Program Support Center, Office of the Secretary",Washington,DC,(blank)
samhsa.gov,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Washington,DC,(blank)
recoverymonth.gov,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Washington,DC,(blank)
pubmed.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Washington,DC,(blank)
simplereport.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
selectagents.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
smokefree.gov,Federal - Executive,Department of Health and Human Services,"National Cancer Institute, NIH",Washington,DC,(blank)
stopalcoholabuse.gov,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Washington,DC,(blank)
stopbullying.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,(blank)
surgeongeneral.gov,Federal - Executive,Department of Health and Human Services,"Office of the Surgeon General, Office of the Secretary",Washington,DC,(blank)
thebraininitiative.gov,Federal - Executive,Department of Health and Human Services,National Institute of Neurological Disorders and Stroke,Washington,DC,(blank)
thisfreelife.gov,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Washington,DC,(blank)
therealcost.gov,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Washington,DC,(blank)
usbm.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
tobacco.gov,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Washington,DC,(blank)
vaccine.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
usphs.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,(blank)
tox21.gov,Federal - Executive,Department of Health and Human Services,National Center for Advancing Translational Sciences,Washington,DC,(blank)
vaccines.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
vacine.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
vacines.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
vacunas.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
vacuna.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Washington,DC,(blank)
whaging.gov,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,(blank)
whitehouseconferenceonaging.gov,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,(blank)
womenshealth.gov,Federal - Executive,Department of Health and Human Services,"Office of Public Health and Science, Office on Women's Health",Washington,DC,(blank)
youth.gov,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Planning and Evaluation, Office of the Secretary",Washington,DC,(blank)
biometrics.gov,Federal - Executive,Department of Homeland Security,US-VISIT,Washington,DC,(blank)
cbp.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,(blank)
cisa.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,(blank)
cpnireporting.gov,Federal - Executive,Department of Homeland Security,United States Secret Service,Washington,DC,(blank)
cybersecurity.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,(blank)
cyber.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,(blank)
dhs.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,(blank)
disasterassistance.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,(blank)
everify.gov,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,(blank)
e-verify.gov,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,(blank)
dotgov.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,(blank)
evus.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,(blank)
fema.gov,Federal - Executive,Department of Homeland Security,FEMA,Washington,DC,(blank)
firstrespondertraining.gov,Federal - Executive,Department of Homeland Security,Office for Domestic Preparedness,Washington,DC,(blank)
fletc.gov,Federal - Executive,Department of Homeland Security,Federal Law Enforcement Training Center,Washington,DC,(blank)
fleta.gov,Federal - Executive,Department of Homeland Security,Federal Law Enforcement Training Center,Washington,DC,(blank)
flightschoolcandidates.gov,Federal - Executive,Department of Homeland Security,TSA CPO,Washington,DC,(blank)
floodsmart.gov,Federal - Executive,Department of Homeland Security,FEMA,Washington,DC,(blank)
globalentry.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,(blank)
homelandsecurity.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,(blank)
